transaction_id,transaction_type,sales_order_id,purchase_order_id,created_at,last_updated
658,SALE,358,,2023-01-13 18:54:10.469000,2023-01-13 18:54:10.469000
659,PURCHASE,,301,2023-01-16 08:17:10.320000,2023-01-16 08:17:10.320000
660,SALE,359,,2023-01-16 08:39:09.859000,2023-01-16 08:39:09.859000
661,SALE,360,,2023-01-16 08:51:09.962000,2023-01-16 08:51:09.962000
662,SALE,361,,2023-01-16 09:28:10.238000,2023-01-16 09:28:10.238000
663,SALE,362,,2023-01-16 09:58:09.806000,2023-01-16 09:58:09.806000
664,SALE,363,,2023-01-16 10:18:10.058000,2023-01-16 10:18:10.058000
665,SALE,364,,2023-01-16 10:19:10.153000,2023-01-16 10:19:10.153000
666,SALE,365,,2023-01-16 10:59:10.084000,2023-01-16 10:59:10.084000
667,SALE,366,,2023-01-16 11:08:10.063000,2023-01-16 11:08:10.063000
668,SALE,367,,2023-01-16 11:09:09.952000,2023-01-16 11:09:09.952000
669,SALE,368,,2023-01-16 11:49:09.847000,2023-01-16 11:49:09.847000
670,SALE,369,,2023-01-16 11:52:10.050000,2023-01-16 11:52:10.050000
671,SALE,370,,2023-01-16 12:07:10.045000,2023-01-16 12:07:10.045000
672,SALE,371,,2023-01-16 12:08:09.937000,2023-01-16 12:08:09.937000
673,SALE,372,,2023-01-16 12:15:10.131000,2023-01-16 12:15:10.131000
674,SALE,373,,2023-01-16 12:36:09.913000,2023-01-16 12:36:09.913000
675,PURCHASE,,302,2023-01-16 12:52:10.128000,2023-01-16 12:52:10.128000
676,PURCHASE,,303,2023-01-16 13:21:09.691000,2023-01-16 13:21:09.691000
677,SALE,374,,2023-01-16 13:27:10.031000,2023-01-16 13:27:10.031000
678,SALE,375,,2023-01-16 14:24:10.358000,2023-01-16 14:24:10.358000
679,SALE,376,,2023-01-16 14:26:10.516000,2023-01-16 14:26:10.516000
680,SALE,377,,2023-01-16 14:30:10.157000,2023-01-16 14:30:10.157000
681,SALE,378,,2023-01-16 14:37:10.053000,2023-01-16 14:37:10.053000
682,SALE,379,,2023-01-16 14:53:10.141000,2023-01-16 14:53:10.141000
683,SALE,380,,2023-01-16 15:15:10.197000,2023-01-16 15:15:10.197000
684,SALE,381,,2023-01-16 15:47:10.185000,2023-01-16 15:47:10.185000
685,PURCHASE,,304,2023-01-16 16:28:09.800000,2023-01-16 16:28:09.800000
686,SALE,382,,2023-01-16 16:45:10.057000,2023-01-16 16:45:10.057000
687,SALE,383,,2023-01-16 17:36:10.494000,2023-01-16 17:36:10.494000
688,PURCHASE,,305,2023-01-16 18:22:10.583000,2023-01-16 18:22:10.583000
689,SALE,384,,2023-01-17 08:05:10.100000,2023-01-17 08:05:10.100000
690,SALE,385,,2023-01-17 08:23:10.313000,2023-01-17 08:23:10.313000
691,SALE,386,,2023-01-17 08:45:10.285000,2023-01-17 08:45:10.285000
692,SALE,387,,2023-01-17 09:28:10.006000,2023-01-17 09:28:10.006000
693,PURCHASE,,306,2023-01-17 11:21:10.312000,2023-01-17 11:21:10.312000
694,SALE,388,,2023-01-17 11:22:09.849000,2023-01-17 11:22:09.849000
695,SALE,389,,2023-01-17 11:23:09.924000,2023-01-17 11:23:09.924000
696,SALE,390,,2023-01-17 12:16:10.270000,2023-01-17 12:16:10.270000
697,PURCHASE,,307,2023-01-17 12:23:10.058000,2023-01-17 12:23:10.058000
698,SALE,391,,2023-01-17 12:38:10.416000,2023-01-17 12:38:10.416000
699,SALE,392,,2023-01-17 12:57:09.921000,2023-01-17 12:57:09.921000
700,SALE,393,,2023-01-17 13:41:10.106000,2023-01-17 13:41:10.106000
701,SALE,394,,2023-01-17 14:52:10.415000,2023-01-17 14:52:10.415000
702,SALE,395,,2023-01-17 15:20:10.063000,2023-01-17 15:20:10.063000
703,PURCHASE,,308,2023-01-17 15:21:10.654000,2023-01-17 15:21:10.654000
704,PURCHASE,,309,2023-01-17 15:30:09.943000,2023-01-17 15:30:09.943000
705,SALE,396,,2023-01-17 16:21:10.219000,2023-01-17 16:21:10.219000
706,SALE,397,,2023-01-17 16:30:10.802000,2023-01-17 16:30:10.802000
707,SALE,398,,2023-01-17 16:55:09.954000,2023-01-17 16:55:09.954000
708,PURCHASE,,310,2023-01-17 17:23:10.058000,2023-01-17 17:23:10.058000
709,SALE,399,,2023-01-17 17:44:10.063000,2023-01-17 17:44:10.063000
710,PURCHASE,,311,2023-01-18 08:01:10.799000,2023-01-18 08:01:10.799000
711,SALE,400,,2023-01-18 08:21:09.987000,2023-01-18 08:21:09.987000
712,SALE,401,,2023-01-18 08:38:09.681000,2023-01-18 08:38:09.681000
713,PURCHASE,,312,2023-01-18 08:54:10.132000,2023-01-18 08:54:10.132000
714,SALE,402,,2023-01-18 09:03:09.900000,2023-01-18 09:03:09.900000
715,PURCHASE,,313,2023-01-18 09:08:10.071000,2023-01-18 09:08:10.071000
716,SALE,403,,2023-01-18 09:10:10.212000,2023-01-18 09:10:10.212000
717,SALE,404,,2023-01-18 09:29:09.954000,2023-01-18 09:29:09.954000
718,PURCHASE,,314,2023-01-18 09:44:10.311000,2023-01-18 09:44:10.311000
719,SALE,405,,2023-01-18 10:00:10.312000,2023-01-18 10:00:10.312000
720,SALE,406,,2023-01-18 10:28:10.390000,2023-01-18 10:28:10.390000
721,PURCHASE,,315,2023-01-18 10:31:10.239000,2023-01-18 10:31:10.239000
722,PURCHASE,,316,2023-01-18 10:55:10.031000,2023-01-18 10:55:10.031000
723,PURCHASE,,317,2023-01-18 11:17:10.019000,2023-01-18 11:17:10.019000
724,SALE,407,,2023-01-18 11:33:10.061000,2023-01-18 11:33:10.061000
725,SALE,408,,2023-01-18 11:38:10.140000,2023-01-18 11:38:10.140000
726,SALE,409,,2023-01-18 11:43:10.204000,2023-01-18 11:43:10.204000
727,SALE,410,,2023-01-18 11:55:10.192000,2023-01-18 11:55:10.192000
728,PURCHASE,,318,2023-01-18 13:24:10.016000,2023-01-18 13:24:10.016000
729,SALE,411,,2023-01-18 13:28:10.157000,2023-01-18 13:28:10.157000
730,SALE,412,,2023-01-18 13:32:10.034000,2023-01-18 13:32:10.034000
731,SALE,413,,2023-01-18 13:49:10.337000,2023-01-18 13:49:10.337000
732,PURCHASE,,319,2023-01-18 13:58:09.877000,2023-01-18 13:58:09.877000
733,SALE,414,,2023-01-18 14:00:10.084000,2023-01-18 14:00:10.084000
734,SALE,415,,2023-01-18 14:14:10.358000,2023-01-18 14:14:10.358000
735,PURCHASE,,320,2023-01-18 14:25:10.401000,2023-01-18 14:25:10.401000
736,SALE,416,,2023-01-18 14:42:10.091000,2023-01-18 14:42:10.091000
737,PURCHASE,,321,2023-01-18 14:58:10.212000,2023-01-18 14:58:10.212000
738,SALE,417,,2023-01-18 15:09:09.965000,2023-01-18 15:09:09.965000
739,PURCHASE,,322,2023-01-18 15:30:10.386000,2023-01-18 15:30:10.386000
740,SALE,418,,2023-01-18 15:33:10.017000,2023-01-18 15:33:10.017000
741,SALE,419,,2023-01-18 15:48:10.590000,2023-01-18 15:48:10.590000
742,SALE,420,,2023-01-18 15:53:10.208000,2023-01-18 15:53:10.208000
743,SALE,421,,2023-01-18 16:09:10.187000,2023-01-18 16:09:10.187000
744,SALE,422,,2023-01-18 16:24:09.696000,2023-01-18 16:24:09.696000
745,SALE,423,,2023-01-18 16:40:10.008000,2023-01-18 16:40:10.008000
746,SALE,424,,2023-01-18 16:50:10.255000,2023-01-18 16:50:10.255000
747,SALE,425,,2023-01-18 16:57:09.817000,2023-01-18 16:57:09.817000
748,SALE,426,,2023-01-18 17:13:10.315000,2023-01-18 17:13:10.315000
749,PURCHASE,,323,2023-01-18 17:14:10.199000,2023-01-18 17:14:10.199000
750,SALE,427,,2023-01-18 17:27:09.914000,2023-01-18 17:27:09.914000
751,SALE,428,,2023-01-18 17:33:10.148000,2023-01-18 17:33:10.148000
752,PURCHASE,,324,2023-01-18 17:39:09.804000,2023-01-18 17:39:09.804000
753,PURCHASE,,325,2023-01-18 18:21:10.262000,2023-01-18 18:21:10.262000
754,SALE,429,,2023-01-19 08:27:10.200000,2023-01-19 08:27:10.200000
755,SALE,430,,2023-01-19 08:55:10.397000,2023-01-19 08:55:10.397000
756,SALE,431,,2023-01-19 09:00:10.575000,2023-01-19 09:00:10.575000
757,SALE,432,,2023-01-19 09:12:10.180000,2023-01-19 09:12:10.180000
758,PURCHASE,,326,2023-01-19 09:20:10.239000,2023-01-19 09:20:10.239000
759,SALE,433,,2023-01-19 09:29:10.216000,2023-01-19 09:29:10.216000
760,SALE,434,,2023-01-19 09:39:09.780000,2023-01-19 09:39:09.780000
761,PURCHASE,,327,2023-01-19 09:39:09.793000,2023-01-19 09:39:09.793000
762,SALE,435,,2023-01-19 10:14:09.832000,2023-01-19 10:14:09.832000
763,SALE,436,,2023-01-19 10:24:10.365000,2023-01-19 10:24:10.365000
764,PURCHASE,,328,2023-01-19 10:27:09.882000,2023-01-19 10:27:09.882000
765,SALE,437,,2023-01-19 10:37:10.108000,2023-01-19 10:37:10.108000
766,SALE,438,,2023-01-19 11:05:09.932000,2023-01-19 11:05:09.932000
767,PURCHASE,,329,2023-01-19 11:05:09.939000,2023-01-19 11:05:09.939000
768,SALE,439,,2023-01-19 12:29:10.407000,2023-01-19 12:29:10.407000
769,SALE,440,,2023-01-19 12:58:09.881000,2023-01-19 12:58:09.881000
770,PURCHASE,,330,2023-01-19 14:22:10.543000,2023-01-19 14:22:10.543000
771,SALE,441,,2023-01-19 14:37:10.033000,2023-01-19 14:37:10.033000
772,SALE,442,,2023-01-19 14:52:10.152000,2023-01-19 14:52:10.152000
773,PURCHASE,,331,2023-01-19 15:00:10.108000,2023-01-19 15:00:10.108000
774,PURCHASE,,332,2023-01-19 15:04:09.894000,2023-01-19 15:04:09.894000
775,SALE,443,,2023-01-19 15:33:10.304000,2023-01-19 15:33:10.304000
776,SALE,444,,2023-01-19 15:40:10.201000,2023-01-19 15:40:10.201000
777,PURCHASE,,333,2023-01-19 16:09:10.052000,2023-01-19 16:09:10.052000
778,SALE,445,,2023-01-19 16:15:10.622000,2023-01-19 16:15:10.622000
779,SALE,446,,2023-01-19 17:18:09.913000,2023-01-19 17:18:09.913000
780,SALE,447,,2023-01-19 17:29:10.133000,2023-01-19 17:29:10.133000
781,SALE,448,,2023-01-19 17:36:10.231000,2023-01-19 17:36:10.231000
782,PURCHASE,,334,2023-01-19 17:40:10.323000,2023-01-19 17:40:10.323000
783,SALE,449,,2023-01-19 18:12:09.804000,2023-01-19 18:12:09.804000
784,PURCHASE,,335,2023-01-19 18:20:10.182000,2023-01-19 18:20:10.182000
785,SALE,450,,2023-01-19 18:55:10.035000,2023-01-19 18:55:10.035000
786,SALE,451,,2023-01-20 08:08:10.404000,2023-01-20 08:08:10.404000
787,SALE,452,,2023-01-20 08:10:10.028000,2023-01-20 08:10:10.028000
788,PURCHASE,,336,2023-01-20 08:51:09.930000,2023-01-20 08:51:09.930000
789,SALE,453,,2023-01-20 10:10:10.632000,2023-01-20 10:10:10.632000
790,SALE,454,,2023-01-20 10:25:10.262000,2023-01-20 10:25:10.262000
791,SALE,455,,2023-01-20 11:10:10.142000,2023-01-20 11:10:10.142000
792,SALE,456,,2023-01-20 11:16:09.914000,2023-01-20 11:16:09.914000
793,SALE,457,,2023-01-20 11:19:10.232000,2023-01-20 11:19:10.232000
794,PURCHASE,,337,2023-01-20 11:36:10.068000,2023-01-20 11:36:10.068000
795,SALE,458,,2023-01-20 12:30:10.402000,2023-01-20 12:30:10.402000
796,SALE,459,,2023-01-20 12:39:09.866000,2023-01-20 12:39:09.866000
797,SALE,460,,2023-01-20 13:32:09.846000,2023-01-20 13:32:09.846000
798,SALE,461,,2023-01-20 13:40:10.075000,2023-01-20 13:40:10.075000
799,PURCHASE,,338,2023-01-20 13:41:09.809000,2023-01-20 13:41:09.809000
800,SALE,462,,2023-01-20 13:42:09.889000,2023-01-20 13:42:09.889000
801,SALE,463,,2023-01-20 13:43:09.877000,2023-01-20 13:43:09.877000
802,PURCHASE,,339,2023-01-20 14:03:10.019000,2023-01-20 14:03:10.019000
803,PURCHASE,,340,2023-01-20 14:13:10.069000,2023-01-20 14:13:10.069000
804,SALE,464,,2023-01-20 14:18:10.299000,2023-01-20 14:18:10.299000
805,SALE,465,,2023-01-20 14:54:10.100000,2023-01-20 14:54:10.100000
806,SALE,466,,2023-01-20 15:48:10.422000,2023-01-20 15:48:10.422000
807,SALE,467,,2023-01-20 15:51:09.811000,2023-01-20 15:51:09.811000
808,SALE,468,,2023-01-20 16:06:10.005000,2023-01-20 16:06:10.005000
809,SALE,469,,2023-01-20 17:30:10.061000,2023-01-20 17:30:10.061000
810,SALE,470,,2023-01-20 17:50:10.002000,2023-01-20 17:50:10.002000
811,PURCHASE,,341,2023-01-20 18:17:10.183000,2023-01-20 18:17:10.183000
812,SALE,471,,2023-01-20 18:18:09.794000,2023-01-20 18:18:09.794000
813,SALE,472,,2023-01-20 18:57:10.333000,2023-01-20 18:57:10.333000
814,SALE,473,,2023-01-23 08:17:10.065000,2023-01-23 08:17:10.065000
815,SALE,474,,2023-01-23 08:18:10.228000,2023-01-23 08:18:10.228000
816,PURCHASE,,342,2023-01-23 08:42:10.088000,2023-01-23 08:42:10.088000
817,SALE,475,,2023-01-23 09:05:09.800000,2023-01-23 09:05:09.800000
818,SALE,476,,2023-01-23 09:23:10.205000,2023-01-23 09:23:10.205000
819,PURCHASE,,343,2023-01-23 09:59:10.173000,2023-01-23 09:59:10.173000
820,SALE,477,,2023-01-23 10:00:09.729000,2023-01-23 10:00:09.729000
821,SALE,478,,2023-01-23 10:23:09.874000,2023-01-23 10:23:09.874000
822,PURCHASE,,344,2023-01-23 10:24:10.247000,2023-01-23 10:24:10.247000
823,SALE,479,,2023-01-23 10:26:10.082000,2023-01-23 10:26:10.082000
824,SALE,480,,2023-01-23 10:41:10.243000,2023-01-23 10:41:10.243000
825,PURCHASE,,345,2023-01-23 11:21:09.968000,2023-01-23 11:21:09.968000
826,SALE,481,,2023-01-23 11:28:10.219000,2023-01-23 11:28:10.219000
827,SALE,482,,2023-01-23 11:34:09.868000,2023-01-23 11:34:09.868000
828,SALE,483,,2023-01-23 12:15:10.120000,2023-01-23 12:15:10.120000
829,SALE,484,,2023-01-23 12:22:10.126000,2023-01-23 12:22:10.126000
830,SALE,485,,2023-01-23 12:26:09.837000,2023-01-23 12:26:09.837000
831,SALE,486,,2023-01-23 12:53:10.061000,2023-01-23 12:53:10.061000
832,SALE,487,,2023-01-23 13:07:09.956000,2023-01-23 13:07:09.956000
833,SALE,488,,2023-01-23 13:29:10.462000,2023-01-23 13:29:10.462000
834,SALE,489,,2023-01-23 13:31:10.219000,2023-01-23 13:31:10.219000
835,SALE,490,,2023-01-23 13:38:10.390000,2023-01-23 13:38:10.390000
836,SALE,491,,2023-01-23 13:44:09.797000,2023-01-23 13:44:09.797000
837,SALE,492,,2023-01-23 13:52:10.009000,2023-01-23 13:52:10.009000
838,SALE,493,,2023-01-23 14:22:10.158000,2023-01-23 14:22:10.158000
839,SALE,494,,2023-01-23 14:46:10.201000,2023-01-23 14:46:10.201000
840,SALE,495,,2023-01-23 14:55:10.295000,2023-01-23 14:55:10.295000
841,SALE,496,,2023-01-23 15:37:09.964000,2023-01-23 15:37:09.964000
842,SALE,497,,2023-01-23 15:40:10.844000,2023-01-23 15:40:10.844000
843,SALE,498,,2023-01-23 15:44:10.079000,2023-01-23 15:44:10.079000
844,SALE,499,,2023-01-23 15:58:10.294000,2023-01-23 15:58:10.294000
845,PURCHASE,,346,2023-01-23 16:03:09.913000,2023-01-23 16:03:09.913000
846,SALE,500,,2023-01-23 16:09:10.057000,2023-01-23 16:09:10.057000
847,PURCHASE,,347,2023-01-23 16:33:10.150000,2023-01-23 16:33:10.150000
848,PURCHASE,,348,2023-01-23 16:34:10.056000,2023-01-23 16:34:10.056000
849,SALE,501,,2023-01-23 18:04:10.598000,2023-01-23 18:04:10.598000
850,PURCHASE,,349,2023-01-23 18:49:10.197000,2023-01-23 18:49:10.197000
851,SALE,502,,2023-01-24 08:25:10.145000,2023-01-24 08:25:10.145000
852,PURCHASE,,350,2023-01-24 08:28:10.255000,2023-01-24 08:28:10.255000
853,PURCHASE,,351,2023-01-24 08:35:09.825000,2023-01-24 08:35:09.825000
854,SALE,503,,2023-01-24 08:37:09.988000,2023-01-24 08:37:09.988000
855,SALE,504,,2023-01-24 08:43:10.711000,2023-01-24 08:43:10.711000
856,PURCHASE,,352,2023-01-24 09:21:10.202000,2023-01-24 09:21:10.202000
857,SALE,505,,2023-01-24 09:30:10.191000,2023-01-24 09:30:10.191000
858,SALE,506,,2023-01-24 09:52:10.212000,2023-01-24 09:52:10.212000
859,SALE,507,,2023-01-24 10:36:10.078000,2023-01-24 10:36:10.078000
860,SALE,508,,2023-01-24 10:58:09.970000,2023-01-24 10:58:09.970000
861,SALE,509,,2023-01-24 11:20:10.024000,2023-01-24 11:20:10.024000
862,SALE,510,,2023-01-24 11:24:09.897000,2023-01-24 11:24:09.897000
863,PURCHASE,,353,2023-01-24 11:47:09.926000,2023-01-24 11:47:09.926000
864,SALE,511,,2023-01-24 11:57:10.247000,2023-01-24 11:57:10.247000
865,SALE,512,,2023-01-24 12:21:10.356000,2023-01-24 12:21:10.356000
866,SALE,513,,2023-01-24 12:22:10.231000,2023-01-24 12:22:10.231000
867,PURCHASE,,354,2023-01-24 12:24:09.928000,2023-01-24 12:24:09.928000
868,SALE,514,,2023-01-24 14:17:10.313000,2023-01-24 14:17:10.313000
869,SALE,515,,2023-01-24 14:54:09.909000,2023-01-24 14:54:09.909000
870,PURCHASE,,355,2023-01-24 16:01:10.351000,2023-01-24 16:01:10.351000
871,SALE,516,,2023-01-24 16:03:10.135000,2023-01-24 16:03:10.135000
872,SALE,517,,2023-01-24 16:07:10.466000,2023-01-24 16:07:10.466000
873,SALE,518,,2023-01-24 16:23:10.508000,2023-01-24 16:23:10.508000
874,SALE,519,,2023-01-24 17:44:10.102000,2023-01-24 17:44:10.102000
875,SALE,520,,2023-01-24 18:03:10.354000,2023-01-24 18:03:10.354000
876,SALE,521,,2023-01-24 18:19:10.507000,2023-01-24 18:19:10.507000
877,SALE,522,,2023-01-24 18:41:10.443000,2023-01-24 18:41:10.443000
878,PURCHASE,,356,2023-01-24 18:43:09.854000,2023-01-24 18:43:09.854000
879,PURCHASE,,357,2023-01-24 18:54:09.941000,2023-01-24 18:54:09.941000
880,PURCHASE,,358,2023-01-25 08:45:10.263000,2023-01-25 08:45:10.263000
881,SALE,523,,2023-01-25 08:53:10.454000,2023-01-25 08:53:10.454000
882,SALE,524,,2023-01-25 09:05:09.709000,2023-01-25 09:05:09.709000
883,SALE,525,,2023-01-25 09:54:09.844000,2023-01-25 09:54:09.844000
884,PURCHASE,,359,2023-01-25 09:57:10.299000,2023-01-25 09:57:10.299000
885,SALE,526,,2023-01-25 10:16:10.188000,2023-01-25 10:16:10.188000
886,SALE,527,,2023-01-25 10:36:10.133000,2023-01-25 10:36:10.133000
887,PURCHASE,,360,2023-01-25 10:43:09.908000,2023-01-25 10:43:09.908000
888,SALE,528,,2023-01-25 10:44:09.943000,2023-01-25 10:44:09.943000
889,SALE,529,,2023-01-25 10:45:09.817000,2023-01-25 10:45:09.817000
890,SALE,530,,2023-01-25 11:02:10.259000,2023-01-25 11:02:10.259000
891,SALE,531,,2023-01-25 11:06:09.955000,2023-01-25 11:06:09.955000
892,SALE,532,,2023-01-25 11:08:10.081000,2023-01-25 11:08:10.081000
893,SALE,533,,2023-01-25 12:34:10.197000,2023-01-25 12:34:10.197000
894,SALE,534,,2023-01-25 12:36:10.368000,2023-01-25 12:36:10.368000
895,SALE,535,,2023-01-25 14:01:10.091000,2023-01-25 14:01:10.091000
896,PURCHASE,,361,2023-01-25 14:22:10.192000,2023-01-25 14:22:10.192000
897,SALE,536,,2023-01-25 14:26:09.830000,2023-01-25 14:26:09.830000
898,SALE,537,,2023-01-25 14:56:10.261000,2023-01-25 14:56:10.261000
899,SALE,538,,2023-01-25 17:02:10.107000,2023-01-25 17:02:10.107000
900,SALE,539,,2023-01-25 18:08:10.279000,2023-01-25 18:08:10.279000
901,PURCHASE,,362,2023-01-26 08:04:10.200000,2023-01-26 08:04:10.200000
902,PURCHASE,,363,2023-01-26 08:07:09.999000,2023-01-26 08:07:09.999000
903,SALE,540,,2023-01-26 08:08:10.327000,2023-01-26 08:08:10.327000
904,SALE,541,,2023-01-26 08:58:10.274000,2023-01-26 08:58:10.274000
905,PURCHASE,,364,2023-01-26 09:10:09.919000,2023-01-26 09:10:09.919000
906,SALE,542,,2023-01-26 09:26:10.164000,2023-01-26 09:26:10.164000
907,PURCHASE,,365,2023-01-26 10:08:09.935000,2023-01-26 10:08:09.935000
908,SALE,543,,2023-01-26 10:48:10.082000,2023-01-26 10:48:10.082000
909,SALE,544,,2023-01-26 11:10:10.017000,2023-01-26 11:10:10.017000
910,SALE,545,,2023-01-26 11:40:10.353000,2023-01-26 11:40:10.353000
911,SALE,546,,2023-01-26 12:03:10.316000,2023-01-26 12:03:10.316000
912,SALE,547,,2023-01-26 12:16:09.906000,2023-01-26 12:16:09.906000
913,PURCHASE,,366,2023-01-26 12:54:10.302000,2023-01-26 12:54:10.302000
914,SALE,548,,2023-01-26 13:07:09.761000,2023-01-26 13:07:09.761000
915,SALE,549,,2023-01-26 13:26:10.297000,2023-01-26 13:26:10.297000
916,SALE,550,,2023-01-26 13:52:10.199000,2023-01-26 13:52:10.199000
917,PURCHASE,,367,2023-01-26 14:23:10.032000,2023-01-26 14:23:10.032000
918,PURCHASE,,368,2023-01-26 14:57:10.406000,2023-01-26 14:57:10.406000
919,SALE,551,,2023-01-26 15:42:09.773000,2023-01-26 15:42:09.773000
920,SALE,552,,2023-01-26 16:14:10.036000,2023-01-26 16:14:10.036000
921,SALE,553,,2023-01-26 16:18:10.250000,2023-01-26 16:18:10.250000
922,PURCHASE,,369,2023-01-26 16:25:10.055000,2023-01-26 16:25:10.055000
923,SALE,554,,2023-01-26 17:08:10.207000,2023-01-26 17:08:10.207000
924,SALE,555,,2023-01-26 17:32:10.170000,2023-01-26 17:32:10.170000
925,PURCHASE,,370,2023-01-26 17:45:10.341000,2023-01-26 17:45:10.341000
926,SALE,556,,2023-01-26 17:46:10.078000,2023-01-26 17:46:10.078000
927,PURCHASE,,371,2023-01-26 18:14:10.351000,2023-01-26 18:14:10.351000
928,SALE,557,,2023-01-26 18:35:09.949000,2023-01-26 18:35:09.949000
929,SALE,558,,2023-01-26 18:55:10.436000,2023-01-26 18:55:10.436000
930,SALE,559,,2023-01-26 18:58:10.305000,2023-01-26 18:58:10.305000
931,SALE,560,,2023-01-27 09:04:10.056000,2023-01-27 09:04:10.056000
932,PURCHASE,,372,2023-01-27 09:36:10.397000,2023-01-27 09:36:10.397000
933,PURCHASE,,373,2023-01-27 09:40:10.243000,2023-01-27 09:40:10.243000
934,PURCHASE,,374,2023-01-27 10:08:09.960000,2023-01-27 10:08:09.960000
935,SALE,561,,2023-01-27 10:20:10.089000,2023-01-27 10:20:10.089000
936,PURCHASE,,375,2023-01-27 11:18:10.196000,2023-01-27 11:18:10.196000
937,SALE,562,,2023-01-27 11:34:09.770000,2023-01-27 11:34:09.770000
938,PURCHASE,,376,2023-01-27 11:52:10.082000,2023-01-27 11:52:10.082000
939,SALE,563,,2023-01-27 11:52:10.085000,2023-01-27 11:52:10.085000
940,PURCHASE,,377,2023-01-27 11:56:09.792000,2023-01-27 11:56:09.792000
941,SALE,564,,2023-01-27 12:31:10.381000,2023-01-27 12:31:10.381000
942,SALE,565,,2023-01-27 12:54:10.129000,2023-01-27 12:54:10.129000
943,SALE,566,,2023-01-27 13:16:10.618000,2023-01-27 13:16:10.618000
944,SALE,567,,2023-01-27 13:21:10.449000,2023-01-27 13:21:10.449000
945,SALE,568,,2023-01-27 13:22:10.093000,2023-01-27 13:22:10.093000
946,SALE,569,,2023-01-27 13:25:10.122000,2023-01-27 13:25:10.122000
947,SALE,570,,2023-01-27 14:30:10.346000,2023-01-27 14:30:10.346000
948,SALE,571,,2023-01-27 14:38:10.279000,2023-01-27 14:38:10.279000
949,SALE,572,,2023-01-27 15:19:10.221000,2023-01-27 15:19:10.221000
950,SALE,573,,2023-01-27 15:21:10.331000,2023-01-27 15:21:10.331000
951,SALE,574,,2023-01-27 15:40:09.836000,2023-01-27 15:40:09.836000
952,SALE,575,,2023-01-27 16:03:10.283000,2023-01-27 16:03:10.283000
953,SALE,576,,2023-01-27 16:26:10.415000,2023-01-27 16:26:10.415000
954,SALE,577,,2023-01-27 16:56:09.921000,2023-01-27 16:56:09.921000
955,PURCHASE,,378,2023-01-27 16:59:10.180000,2023-01-27 16:59:10.180000
956,PURCHASE,,379,2023-01-27 17:25:10.087000,2023-01-27 17:25:10.087000
957,SALE,578,,2023-01-27 17:27:10.264000,2023-01-27 17:27:10.264000
958,SALE,579,,2023-01-27 17:38:10.392000,2023-01-27 17:38:10.392000
959,SALE,580,,2023-01-27 17:43:10.082000,2023-01-27 17:43:10.082000
960,PURCHASE,,380,2023-01-27 18:34:10.269000,2023-01-27 18:34:10.269000
961,PURCHASE,,381,2023-01-30 08:09:10.188000,2023-01-30 08:09:10.188000
962,SALE,581,,2023-01-30 08:30:10.058000,2023-01-30 08:30:10.058000
963,PURCHASE,,382,2023-01-30 09:39:09.986000,2023-01-30 09:39:09.986000
964,SALE,582,,2023-01-30 09:51:10.238000,2023-01-30 09:51:10.238000
965,SALE,583,,2023-01-30 10:13:10.666000,2023-01-30 10:13:10.666000
966,PURCHASE,,383,2023-01-30 10:16:09.989000,2023-01-30 10:16:09.989000
967,SALE,584,,2023-01-30 11:00:09.892000,2023-01-30 11:00:09.892000
968,SALE,585,,2023-01-30 11:31:10.354000,2023-01-30 11:31:10.354000
969,PURCHASE,,384,2023-01-30 11:47:09.867000,2023-01-30 11:47:09.867000
970,SALE,586,,2023-01-30 11:51:10.104000,2023-01-30 11:51:10.104000
971,PURCHASE,,385,2023-01-30 11:56:09.904000,2023-01-30 11:56:09.904000
972,SALE,587,,2023-01-30 12:00:10.280000,2023-01-30 12:00:10.280000
973,SALE,588,,2023-01-30 12:04:10.234000,2023-01-30 12:04:10.234000
974,PURCHASE,,386,2023-01-30 12:12:10.183000,2023-01-30 12:12:10.183000
975,PURCHASE,,387,2023-01-30 12:37:10.409000,2023-01-30 12:37:10.409000
976,PURCHASE,,388,2023-01-30 13:08:09.824000,2023-01-30 13:08:09.824000
977,PURCHASE,,389,2023-01-30 13:47:09.947000,2023-01-30 13:47:09.947000
978,SALE,589,,2023-01-30 14:03:10.330000,2023-01-30 14:03:10.330000
979,SALE,590,,2023-01-30 14:32:09.761000,2023-01-30 14:32:09.761000
980,SALE,591,,2023-01-30 14:44:10.223000,2023-01-30 14:44:10.223000
981,SALE,592,,2023-01-30 15:05:10.240000,2023-01-30 15:05:10.240000
982,PURCHASE,,390,2023-01-30 15:16:10.289000,2023-01-30 15:16:10.289000
983,SALE,593,,2023-01-30 15:23:10.057000,2023-01-30 15:23:10.057000
984,SALE,594,,2023-01-30 15:35:10.463000,2023-01-30 15:35:10.463000
985,SALE,595,,2023-01-30 15:44:10.080000,2023-01-30 15:44:10.080000
986,PURCHASE,,391,2023-01-30 16:15:10.397000,2023-01-30 16:15:10.397000
987,SALE,596,,2023-01-30 16:43:10.202000,2023-01-30 16:43:10.202000
988,SALE,597,,2023-01-30 16:58:10.271000,2023-01-30 16:58:10.271000
989,SALE,598,,2023-01-30 18:01:10.314000,2023-01-30 18:01:10.314000
990,PURCHASE,,392,2023-01-30 18:18:10.551000,2023-01-30 18:18:10.551000
