purchase_order_id,created_at,last_updated,staff_id,counterparty_id,item_code,item_quantity,item_unit_price,currency_id,agreed_delivery_date,agreed_payment_date,agreed_delivery_location_id
402,2023-01-31 18:57:10.167000,2023-01-31 18:57:10.167000,1,18,ROZB441,922,737.62,1,2023-02-04,2023-02-06,6
403,2023-02-01 08:12:10.384000,2023-02-01 08:12:10.384000,1,5,SOHS0KZ,715,608.35,2,2023-02-06,2023-02-04,6
404,2023-02-01 09:08:10.213000,2023-02-01 09:08:10.213000,18,7,FRQY8Z3,28,75.32,1,2023-02-04,2023-02-04,25
218,2023-01-02 14:53:09.819000,2023-01-02 14:53:09.819000,7,3,13S509N,427,645.31,2,2023-01-08,2023-01-02,28
405,2023-02-01 12:20:10.050000,2023-02-01 12:20:10.050000,7,3,TSPK4Z9,393,546.23,1,2023-02-07,2023-02-07,18
406,2023-02-01 12:51:10.194000,2023-02-01 12:51:10.194000,16,3,BK2GOIK,298,289.74,3,2023-02-06,2023-02-06,17
407,2023-02-01 13:11:10.262000,2023-02-01 13:11:10.262000,10,18,OQ32MPS,608,486.69,1,2023-02-05,2023-02-03,20
408,2023-02-01 13:57:10.342000,2023-02-01 13:57:10.342000,1,17,QWE663H,527,638.28,3,2023-02-08,2023-02-01,3
409,2023-02-01 14:24:10.375000,2023-02-01 14:24:10.375000,11,7,GIL4EJ2,705,282.97,1,2023-02-03,2023-02-02,25
410,2023-02-01 14:47:09.720000,2023-02-01 14:47:09.720000,3,13,F1HS5SV,228,352.29,2,2023-02-06,2023-02-06,10
411,2023-02-01 16:51:10.427000,2023-02-01 16:51:10.427000,2,8,1T07T9T,725,7.48,2,2023-02-04,2023-02-05,25
412,2023-02-02 12:08:09.979000,2023-02-02 12:08:09.979000,3,3,5VWQW26,568,681.54,3,2023-02-06,2023-02-05,4
413,2023-02-02 12:11:10.091000,2023-02-02 12:11:10.091000,3,15,K8C0EKJ,294,510.79,2,2023-02-03,2023-02-08,30
414,2023-02-02 12:55:10.059000,2023-02-02 12:55:10.059000,1,17,K6V3W37,993,956.47,2,2023-02-04,2023-02-06,10
415,2023-02-02 13:48:10.147000,2023-02-02 13:48:10.147000,16,7,UR2WJRK,344,282.01,3,2023-02-03,2023-02-02,22
416,2023-02-02 13:57:10.167000,2023-02-02 13:57:10.167000,15,2,2C5JKHM,91,700.68,3,2023-02-08,2023-02-08,22
394,2023-01-31 08:48:10.217000,2023-01-31 08:48:10.217000,14,9,IDC99SZ,984,34.68,3,2023-02-01,2023-01-31,17
417,2023-02-02 14:14:09.921000,2023-02-02 14:14:09.921000,12,18,F5J2730,296,229.29,2,2023-02-05,2023-02-03,19
419,2023-02-02 16:49:10.229000,2023-02-02 16:49:10.229000,6,5,YDVUCFR,959,166.18,2,2023-02-06,2023-02-03,22
420,2023-02-02 16:56:09.999000,2023-02-02 16:56:09.999000,18,20,0E0EB15,848,943.89,2,2023-02-07,2023-02-04,7
421,2023-02-02 17:56:09.815000,2023-02-02 17:56:09.815000,2,12,TRG95KV,686,595.45,1,2023-02-04,2023-02-08,18
422,2023-02-02 18:04:10.019000,2023-02-02 18:04:10.019000,8,9,9NN5PID,68,909.54,2,2023-02-08,2023-02-07,10
423,2023-02-03 08:37:10.145000,2023-02-03 08:37:10.145000,5,15,AOXKP0A,640,338.90,2,2023-02-09,2023-02-06,9
424,2023-02-03 09:52:10.096000,2023-02-03 09:52:10.096000,7,3,XRCJ63M,377,920.99,3,2023-02-09,2023-02-03,4
425,2023-02-03 10:01:10.382000,2023-02-03 10:01:10.382000,3,20,FHI7VND,502,188.66,2,2023-02-04,2023-02-04,8
426,2023-02-03 10:50:10.431000,2023-02-03 10:50:10.431000,13,5,R688N4E,903,3.56,1,2023-02-06,2023-02-03,2
427,2023-02-03 11:59:10.021000,2023-02-03 11:59:10.021000,15,17,9XD5NDZ,182,633.24,2,2023-02-07,2023-02-08,3
428,2023-02-03 12:33:10.140000,2023-02-03 12:33:10.140000,2,13,M2KIF7J,320,764.89,2,2023-02-04,2023-02-09,23
429,2023-02-03 13:52:10.366000,2023-02-03 13:52:10.366000,12,20,K3R9MDF,833,350.10,2,2023-02-05,2023-02-04,29
430,2023-02-03 14:43:10.289000,2023-02-03 14:43:10.289000,3,7,AUXHC01,731,869.03,3,2023-02-03,2023-02-06,7
431,2023-02-03 16:03:09.873000,2023-02-03 16:03:09.873000,14,5,SJB7ZAW,162,636.97,3,2023-02-06,2023-02-09,26
432,2023-02-03 16:40:10.269000,2023-02-03 16:40:10.269000,8,1,2YJ16H7,512,478.84,2,2023-02-06,2023-02-06,29
433,2023-02-03 17:52:09.842000,2023-02-03 17:52:09.842000,3,20,1EQO4Q6,621,791.72,3,2023-02-08,2023-02-09,21
434,2023-02-06 08:16:10.278000,2023-02-06 08:16:10.278000,3,18,I30XM1H,803,783.78,1,2023-02-09,2023-02-08,7
435,2023-02-06 08:54:10.124000,2023-02-06 08:54:10.124000,12,2,BOAR7YP,75,919.54,3,2023-02-11,2023-02-09,26
436,2023-02-06 12:36:09.881000,2023-02-06 12:36:09.881000,5,12,KA26B3Q,550,221.44,1,2023-02-06,2023-02-07,9
437,2023-02-06 14:34:09.855000,2023-02-06 14:34:09.855000,7,4,96HRGYS,380,256.57,1,2023-02-12,2023-02-12,10
438,2023-02-06 15:01:09.831000,2023-02-06 15:01:09.831000,10,3,IRFPM45,195,96.60,3,2023-02-10,2023-02-06,24
439,2023-02-06 16:20:10.217000,2023-02-06 16:20:10.217000,12,6,GDERVX7,39,150.83,1,2023-02-09,2023-02-11,24
440,2023-02-06 16:37:10.143000,2023-02-06 16:37:10.143000,13,11,JUBRVOC,150,674.41,2,2023-02-13,2023-02-12,30
441,2023-02-06 17:41:10.192000,2023-02-06 17:41:10.192000,9,6,78DNA81,960,446.90,2,2023-02-10,2023-02-10,20
442,2023-02-06 18:58:10.501000,2023-02-06 18:58:10.501000,15,13,146SBLG,102,131.41,1,2023-02-09,2023-02-07,5
443,2023-02-07 09:31:09.839000,2023-02-07 09:31:09.839000,12,19,CO5GDKQ,698,588.47,1,2023-02-11,2023-02-08,8
444,2023-02-07 11:12:10.383000,2023-02-07 11:12:10.383000,2,20,W5O1IJW,422,270.71,3,2023-02-07,2023-02-11,3
445,2023-02-07 11:22:10.034000,2023-02-07 11:22:10.034000,15,12,9GGE8NZ,883,866.49,3,2023-02-08,2023-02-11,11
446,2023-02-07 13:57:10.155000,2023-02-07 13:57:10.155000,13,6,XNEW8B4,457,433.56,2,2023-02-07,2023-02-11,13
447,2023-02-07 14:12:09.903000,2023-02-07 14:12:09.903000,20,3,TFSJBRV,900,328.71,1,2023-02-12,2023-02-10,11
448,2023-02-07 15:17:10.107000,2023-02-07 15:17:10.107000,10,7,C6TB57K,784,677.50,3,2023-02-08,2023-02-08,5
449,2023-02-07 16:51:10.106000,2023-02-07 16:51:10.106000,2,8,HJU89OY,495,315.59,1,2023-02-11,2023-02-11,4
450,2023-02-07 18:02:10.078000,2023-02-07 18:02:10.078000,8,3,82TYIQC,469,688.57,3,2023-02-11,2023-02-08,10
451,2023-02-08 08:20:10.239000,2023-02-08 08:20:10.239000,15,18,4K5EG4L,297,802.79,2,2023-02-11,2023-02-12,22
452,2023-02-08 09:09:10.245000,2023-02-08 09:09:10.245000,10,6,I3BBMAK,113,541.85,2,2023-02-11,2023-02-12,9
453,2023-02-08 11:19:09.735000,2023-02-08 11:19:09.735000,14,20,91M21S8,765,579.39,3,2023-02-14,2023-02-12,26
454,2023-02-08 11:42:10.283000,2023-02-08 11:42:10.283000,12,1,L1KNTGF,252,697.96,2,2023-02-11,2023-02-09,24
455,2023-02-08 12:19:09.798000,2023-02-08 12:19:09.798000,19,7,JCV16JC,393,122.39,2,2023-02-09,2023-02-08,10
456,2023-02-08 12:28:10.170000,2023-02-08 12:28:10.170000,20,10,9GC3IEM,26,781.35,1,2023-02-13,2023-02-13,5
457,2023-02-08 12:52:10.017000,2023-02-08 12:52:10.017000,12,15,LZ3JH3Z,253,930.69,1,2023-02-09,2023-02-13,16
458,2023-02-08 12:56:10.867000,2023-02-08 12:56:10.867000,9,4,847OC1R,760,772.84,1,2023-02-12,2023-02-08,27
459,2023-02-08 13:28:10.277000,2023-02-08 13:28:10.277000,5,15,7CQSELQ,896,890.10,1,2023-02-12,2023-02-08,30
460,2023-02-08 13:39:10.368000,2023-02-08 13:39:10.368000,11,19,FRWWKZG,167,165.85,2,2023-02-15,2023-02-12,14
461,2023-02-08 14:02:09.815000,2023-02-08 14:02:09.815000,15,16,TVBUN1R,437,209.68,1,2023-02-13,2023-02-13,23
462,2023-02-08 14:49:09.896000,2023-02-08 14:49:09.896000,13,3,S0Q3HK5,658,164.40,1,2023-02-09,2023-02-10,26
463,2023-02-08 15:22:10.123000,2023-02-08 15:22:10.123000,2,13,K1T4W7B,721,987.30,2,2023-02-11,2023-02-10,26
465,2023-02-08 16:34:10.060000,2023-02-08 16:34:10.060000,6,15,E1T1RCG,411,760.85,3,2023-02-09,2023-02-11,13
466,2023-02-08 17:00:09.860000,2023-02-08 17:00:09.860000,20,18,SERENJU,528,218.90,3,2023-02-10,2023-02-08,25
467,2023-02-08 17:01:10.495000,2023-02-08 17:01:10.495000,7,8,QTNAX1Z,797,161.54,3,2023-02-10,2023-02-09,23
342,2023-01-23 08:42:10.088000,2023-01-23 08:42:10.088000,16,1,R242R86,960,841.66,3,2023-01-27,2023-01-28,21
468,2023-02-08 17:06:10.115000,2023-02-08 17:06:10.115000,13,12,KP0ICET,311,51.29,3,2023-02-10,2023-02-10,15
469,2023-02-08 17:16:09.883000,2023-02-08 17:16:09.883000,12,2,GG5D6P1,994,507.42,2,2023-02-14,2023-02-12,23
470,2023-02-08 17:17:09.933000,2023-02-08 17:17:09.933000,12,1,QXS906D,403,334.99,1,2023-02-15,2023-02-10,5
471,2023-02-08 17:29:10.103000,2023-02-08 17:29:10.103000,7,1,JK6KLID,92,810.09,3,2023-02-09,2023-02-08,11
472,2023-02-08 17:30:09.787000,2023-02-08 17:30:09.787000,18,7,MDPMPV0,678,634.53,1,2023-02-10,2023-02-09,26
473,2023-02-08 18:56:10.280000,2023-02-08 18:56:10.280000,14,18,H08PMBH,24,380.92,1,2023-02-10,2023-02-14,25
474,2023-02-09 11:00:10.354000,2023-02-09 11:00:10.354000,2,17,PJQUKY5,844,710.66,3,2023-02-14,2023-02-13,17
475,2023-02-09 12:45:09.809000,2023-02-09 12:45:09.809000,4,6,GVIJRN8,936,262.77,2,2023-02-14,2023-02-10,17
476,2023-02-09 13:49:09.875000,2023-02-09 13:49:09.875000,20,3,9NXNBLE,633,168.56,1,2023-02-10,2023-02-15,22
477,2023-02-09 14:34:10.173000,2023-02-09 14:34:10.173000,5,4,77V7KXH,576,862.19,3,2023-02-09,2023-02-09,4
478,2023-02-09 15:04:10.796000,2023-02-09 15:04:10.796000,11,16,QGTP7T9,814,894.35,2,2023-02-16,2023-02-11,4
479,2023-02-09 17:56:10.488000,2023-02-09 17:56:10.488000,10,12,UT3GLE7,180,908.14,3,2023-02-12,2023-02-14,26
480,2023-02-09 18:38:10.284000,2023-02-09 18:38:10.284000,5,20,GJ9CYHB,376,819.65,1,2023-02-16,2023-02-10,27
481,2023-02-10 09:35:09.775000,2023-02-10 09:35:09.775000,15,15,RFVXX30,6,422.88,3,2023-02-16,2023-02-14,14
482,2023-02-10 09:38:10.081000,2023-02-10 09:38:10.081000,17,19,FTJ2I0T,971,908.37,3,2023-02-12,2023-02-15,14
483,2023-02-10 12:48:09.880000,2023-02-10 12:48:09.880000,2,15,B2IAD9X,386,741.03,3,2023-02-10,2023-02-11,20
484,2023-02-10 13:53:10.086000,2023-02-10 13:53:10.086000,6,18,BHNW85W,490,966.17,3,2023-02-16,2023-02-16,20
485,2023-02-10 18:32:10.146000,2023-02-10 18:32:10.146000,4,7,Z1V34YU,848,14.98,1,2023-02-11,2023-02-13,22
418,2023-02-02 15:01:10.672000,2023-02-02 15:01:10.672000,16,3,3SH9HZQ,353,536.52,3,2023-02-04,2023-02-02,10
486,2023-02-10 18:56:09.963000,2023-02-10 18:56:09.963000,1,11,YK7APNN,139,900.42,2,2023-02-11,2023-02-14,15
487,2023-02-13 08:01:10.551000,2023-02-13 08:01:10.551000,14,3,76M8RCT,199,549.99,1,2023-02-13,2023-02-17,26
488,2023-02-13 11:25:09.830000,2023-02-13 11:25:09.830000,9,19,OQKE2DN,519,721.47,2,2023-02-19,2023-02-18,8
489,2023-02-13 11:29:10.130000,2023-02-13 11:29:10.130000,17,1,4DGT6FR,311,964.19,3,2023-02-16,2023-02-14,8
490,2023-02-13 11:31:10.297000,2023-02-13 11:31:10.297000,16,2,G7A0XVA,559,500.20,3,2023-02-18,2023-02-15,8
491,2023-02-13 13:35:10.275000,2023-02-13 13:35:10.275000,3,3,T18C9I8,188,419.81,3,2023-02-17,2023-02-13,19
492,2023-02-13 13:56:10.407000,2023-02-13 13:56:10.407000,15,17,2D36INC,61,9.23,2,2023-02-15,2023-02-17,12
493,2023-02-13 15:06:09.739000,2023-02-13 15:06:09.739000,5,20,357T7E2,268,985.17,2,2023-02-16,2023-02-18,12
494,2023-02-13 15:54:10.123000,2023-02-13 15:54:10.123000,9,16,WUR72JH,2,615.61,2,2023-02-15,2023-02-18,26
495,2023-02-13 18:10:09.833000,2023-02-13 18:10:09.833000,3,14,OTB8BPD,113,282.73,2,2023-02-17,2023-02-14,24
496,2023-02-13 18:58:10.232000,2023-02-13 18:58:10.232000,12,1,L4UPTQV,85,769.20,1,2023-02-16,2023-02-15,9
497,2023-02-14 09:18:10.448000,2023-02-14 09:18:10.448000,8,4,IAUCHKM,204,612.55,3,2023-02-21,2023-02-19,2
498,2023-02-14 11:01:09.798000,2023-02-14 11:01:09.798000,7,8,QLOUJR1,743,183.58,3,2023-02-20,2023-02-14,10
499,2023-02-14 12:54:10.075000,2023-02-14 12:54:10.075000,8,3,JNNFNB5,906,942.59,1,2023-02-19,2023-02-18,2
500,2023-02-14 14:04:10.081000,2023-02-14 14:04:10.081000,2,16,AQEJK2T,693,449.98,3,2023-02-18,2023-02-19,21
501,2023-02-14 14:25:10.599000,2023-02-14 14:25:10.599000,17,17,QZRP1FQ,686,295.35,1,2023-02-21,2023-02-18,3
502,2023-02-14 15:31:09.847000,2023-02-14 15:31:09.847000,10,17,DJUF1X0,731,712.52,2,2023-02-17,2023-02-18,17
503,2023-02-14 18:52:09.895000,2023-02-14 18:52:09.895000,5,17,JAZLW3X,771,944.73,2,2023-02-19,2023-02-20,10
504,2023-02-15 09:32:10.363000,2023-02-15 09:32:10.363000,4,1,M9SQCYY,454,324.71,3,2023-02-20,2023-02-15,12
506,2023-02-15 10:57:09.976000,2023-02-15 10:57:09.976000,10,12,0VCHLR9,966,588.15,1,2023-02-18,2023-02-20,3
507,2023-02-15 12:26:10.297000,2023-02-15 12:26:10.297000,19,6,XC175VZ,823,738.48,2,2023-02-21,2023-02-17,22
508,2023-02-15 13:03:09.781000,2023-02-15 13:03:09.781000,17,20,8MUIN1C,411,748.72,2,2023-02-20,2023-02-16,4
509,2023-02-15 13:05:09.992000,2023-02-15 13:05:09.992000,20,18,BLO2ZJB,300,340.00,3,2023-02-22,2023-02-19,3
510,2023-02-15 14:47:10.155000,2023-02-15 14:47:10.155000,3,12,YSPZTA6,193,680.57,2,2023-02-18,2023-02-19,7
511,2023-02-15 16:06:09.950000,2023-02-15 16:06:09.950000,13,5,EWHIBU9,962,766.93,3,2023-02-22,2023-02-20,17
512,2023-02-15 16:27:09.938000,2023-02-15 16:27:09.938000,2,15,8XMGLDW,523,433.83,3,2023-02-21,2023-02-19,19
513,2023-02-15 16:34:10.144000,2023-02-15 16:34:10.144000,10,5,I5WRH5Y,386,613.08,3,2023-02-21,2023-02-16,2
514,2023-02-16 10:56:10.423000,2023-02-16 10:56:10.423000,7,17,YN67120,252,81.66,3,2023-02-17,2023-02-19,10
515,2023-02-16 11:06:10.179000,2023-02-16 11:06:10.179000,7,8,TO8YVOM,481,349.57,1,2023-02-20,2023-02-18,24
516,2023-02-16 11:27:10.181000,2023-02-16 11:27:10.181000,10,3,FKSBJS7,412,475.01,3,2023-02-22,2023-02-21,4
517,2023-02-16 13:01:10.014000,2023-02-16 13:01:10.014000,4,19,BN1VUH1,824,423.40,1,2023-02-17,2023-02-18,27
518,2023-02-16 15:07:10.325000,2023-02-16 15:07:10.325000,15,16,BA9GWMZ,750,573.98,1,2023-02-22,2023-02-22,13
519,2023-02-16 16:23:09.979000,2023-02-16 16:23:09.979000,16,10,P5MCJ23,862,752.16,3,2023-02-21,2023-02-20,5
520,2023-02-16 16:48:09.771000,2023-02-16 16:48:09.771000,3,15,8S2Q3WC,101,25.52,2,2023-02-19,2023-02-19,26
521,2023-02-16 18:10:09.927000,2023-02-16 18:10:09.927000,1,12,WSOP026,154,101.23,1,2023-02-19,2023-02-18,18
522,2023-02-16 18:46:10.413000,2023-02-16 18:46:10.413000,20,10,8PSA7AQ,352,373.16,1,2023-02-20,2023-02-22,28
523,2023-02-17 08:23:10.054000,2023-02-17 08:23:10.054000,10,16,PWIAUHM,812,598.88,2,2023-02-19,2023-02-20,12
524,2023-02-17 09:30:10.302000,2023-02-17 09:30:10.302000,19,7,TZ84OU0,794,987.97,2,2023-02-19,2023-02-22,24
505,2023-02-15 10:52:09.918000,2023-02-15 10:52:09.918000,19,10,6X7KB0N,664,410.37,1,2023-02-21,2023-02-19,3
525,2023-02-17 13:14:09.846000,2023-02-17 13:14:09.846000,8,18,08U1O9P,399,939.30,1,2023-02-19,2023-02-20,3
526,2023-02-17 13:15:10.228000,2023-02-17 13:15:10.228000,17,18,QOB3KB4,279,474.47,2,2023-02-24,2023-02-23,15
527,2023-02-17 13:26:09.803000,2023-02-17 13:26:09.803000,7,15,B6PETNW,981,912.69,2,2023-02-18,2023-02-22,9
528,2023-02-17 15:18:10.034000,2023-02-17 15:18:10.034000,18,14,H9V3YN9,419,527.12,3,2023-02-20,2023-02-19,30
529,2023-02-20 08:49:10.012000,2023-02-20 08:49:10.012000,10,17,3OEW7IC,486,717.72,3,2023-02-21,2023-02-24,6
530,2023-02-20 09:11:10.092000,2023-02-20 09:11:10.092000,18,10,E1MMUSE,36,894.14,3,2023-02-25,2023-02-22,7
531,2023-02-20 09:51:10.418000,2023-02-20 09:51:10.418000,13,9,G7R0DC8,428,646.45,1,2023-02-26,2023-02-23,5
532,2023-02-20 11:30:10.308000,2023-02-20 11:30:10.308000,14,10,AC8DE24,810,599.75,3,2023-02-21,2023-02-25,7
533,2023-02-20 11:47:09.917000,2023-02-20 11:47:09.917000,4,16,03TF5Q4,690,140.53,1,2023-02-25,2023-02-23,7
534,2023-02-20 11:52:09.881000,2023-02-20 11:52:09.881000,2,13,O09TBA1,695,700.57,3,2023-02-27,2023-02-24,3
535,2023-02-20 11:57:10.087000,2023-02-20 11:57:10.087000,2,19,ZVJHKN3,963,958.06,3,2023-02-23,2023-02-25,12
536,2023-02-20 11:59:09.820000,2023-02-20 11:59:09.820000,14,15,I7ZJSQ3,206,508.26,3,2023-02-21,2023-02-26,24
538,2023-02-20 14:19:09.820000,2023-02-20 14:19:09.820000,15,14,ACH4HVR,216,874.25,3,2023-02-20,2023-02-21,10
539,2023-02-20 14:37:10.324000,2023-02-20 14:37:10.324000,10,13,QAND4LD,621,288.61,1,2023-02-25,2023-02-20,5
540,2023-02-20 16:02:09.844000,2023-02-20 16:02:09.844000,2,7,Q7FLI6E,580,124.20,3,2023-02-25,2023-02-26,21
541,2023-02-20 16:14:09.777000,2023-02-20 16:14:09.777000,13,15,B6785FY,122,898.48,2,2023-02-25,2023-02-23,12
542,2023-02-20 17:44:09.938000,2023-02-20 17:44:09.938000,4,15,696DKTL,856,154.72,3,2023-02-21,2023-02-26,30
543,2023-02-21 08:57:09.937000,2023-02-21 08:57:09.937000,11,13,3LOOTTD,803,660.09,3,2023-02-28,2023-02-22,12
544,2023-02-21 09:19:09.830000,2023-02-21 09:19:09.830000,8,11,4CEQN13,120,535.32,1,2023-02-24,2023-02-25,10
545,2023-02-21 09:33:09.678000,2023-02-21 09:33:09.678000,2,10,GBOC4UC,672,644.11,1,2023-02-25,2023-02-21,4
546,2023-02-21 13:44:10.052000,2023-02-21 13:44:10.052000,19,18,8A8UGOZ,369,602.73,1,2023-02-22,2023-02-27,15
547,2023-02-21 13:57:09.975000,2023-02-21 13:57:09.975000,8,11,6A3WWAJ,105,472.75,1,2023-02-25,2023-02-22,5
548,2023-02-21 15:08:10.238000,2023-02-21 15:08:10.238000,7,5,W1S29FT,297,669.03,3,2023-02-22,2023-02-23,8
549,2023-02-21 16:55:10.354000,2023-02-21 16:55:10.354000,13,19,IT9NWWT,946,416.35,3,2023-02-27,2023-02-24,18
550,2023-02-21 17:02:10.082000,2023-02-21 17:02:10.082000,9,6,LPYF561,863,256.79,1,2023-02-28,2023-02-21,6
551,2023-02-22 08:36:10.426000,2023-02-22 08:36:10.426000,11,9,9H4WWCC,981,241.51,1,2023-02-25,2023-02-25,11
552,2023-02-22 08:50:10.426000,2023-02-22 08:50:10.426000,4,16,34RS0MY,235,407.10,1,2023-02-23,2023-02-25,8
553,2023-02-22 09:30:09.955000,2023-02-22 09:30:09.955000,7,15,H4156GH,608,445.09,1,2023-02-28,2023-02-23,10
554,2023-02-22 10:09:10.272000,2023-02-22 10:09:10.272000,7,10,APFO1SY,529,673.94,3,2023-02-25,2023-02-26,8
555,2023-02-22 10:29:10.387000,2023-02-22 10:29:10.387000,15,10,CI0LPFA,351,179.60,3,2023-02-27,2023-02-26,25
556,2023-02-22 10:43:09.936000,2023-02-22 10:43:09.936000,17,4,8LTC46F,966,667.18,1,2023-02-23,2023-02-22,23
557,2023-02-22 10:44:10.091000,2023-02-22 10:44:10.091000,4,2,A1XFTG4,443,294.82,3,2023-02-25,2023-02-25,10
558,2023-02-22 11:15:09.860000,2023-02-22 11:15:09.860000,17,9,300AJAN,291,855.47,3,2023-03-01,2023-02-22,10
559,2023-02-22 13:25:10.327000,2023-02-22 13:25:10.327000,8,10,IPG4JDM,970,107.58,2,2023-02-28,2023-02-24,21
397,2023-01-31 12:25:10.171000,2023-01-31 12:25:10.171000,1,3,E6XX5DZ,245,964.57,2,2023-02-01,2023-02-05,22
560,2023-02-22 17:13:10.367000,2023-02-22 17:13:10.367000,4,3,RLB9UCS,255,517.72,3,2023-03-01,2023-02-23,22
561,2023-02-22 17:24:09.889000,2023-02-22 17:24:09.889000,11,9,FVR9WMS,290,538.80,3,2023-02-23,2023-02-23,9
562,2023-02-22 18:27:10.285000,2023-02-22 18:27:10.285000,15,20,IDTGX0A,55,717.68,3,2023-02-27,2023-02-28,27
563,2023-02-23 08:11:10.203000,2023-02-23 08:11:10.203000,1,10,2B2589X,462,938.43,2,2023-02-25,2023-02-25,11
564,2023-02-23 09:24:09.980000,2023-02-23 09:24:09.980000,12,6,5UKS4WS,664,496.73,3,2023-02-26,2023-02-24,23
565,2023-02-23 09:39:10.054000,2023-02-23 09:39:10.054000,1,3,MSOHYXB,687,393.59,3,2023-02-25,2023-02-28,26
566,2023-02-23 11:04:09.999000,2023-02-23 11:04:09.999000,15,16,ARVVCQL,68,365.23,1,2023-02-27,2023-03-01,2
567,2023-02-23 11:21:10.193000,2023-02-23 11:21:10.193000,5,15,ME5XGTL,206,523.97,2,2023-02-24,2023-02-25,15
568,2023-02-23 14:41:10.149000,2023-02-23 14:41:10.149000,17,20,LHLU76X,316,150.58,3,2023-02-27,2023-03-01,26
569,2023-02-23 15:13:10.162000,2023-02-23 15:13:10.162000,11,18,NIUEFEY,13,139.49,2,2023-02-23,2023-02-24,15
570,2023-02-23 17:03:09.947000,2023-02-23 17:03:09.947000,7,12,4IH8YOH,122,54.98,1,2023-02-25,2023-02-28,18
571,2023-02-23 17:35:10.251000,2023-02-23 17:35:10.251000,17,6,FKW1I0M,88,377.80,2,2023-02-24,2023-02-28,12
573,2023-02-24 12:46:10.226000,2023-02-24 12:46:10.226000,20,11,UBO0L33,523,273.47,1,2023-02-27,2023-02-26,16
574,2023-02-24 14:03:09.857000,2023-02-24 14:03:09.857000,3,16,EEES8DS,199,857.42,3,2023-02-27,2023-02-27,6
575,2023-02-24 14:40:10.185000,2023-02-24 14:40:10.185000,16,16,KMO0O06,882,501.28,1,2023-03-01,2023-02-25,15
576,2023-02-24 16:17:10.291000,2023-02-24 16:17:10.291000,17,19,04TI95P,679,274.28,2,2023-03-01,2023-02-27,27
577,2023-02-24 16:56:10.105000,2023-02-24 16:56:10.105000,4,11,2NJG1EX,603,259.06,2,2023-02-25,2023-03-01,7
578,2023-02-27 12:38:10.149000,2023-02-27 12:38:10.149000,2,2,0K6012Z,367,762.65,2,2023-02-28,2023-03-01,15
579,2023-02-27 14:14:10.083000,2023-02-27 14:14:10.083000,1,15,Z7VF3LA,923,343.97,1,2023-03-04,2023-03-02,22
580,2023-02-27 14:27:10.582000,2023-02-27 14:27:10.582000,6,14,GQHQIW1,549,742.17,3,2023-03-02,2023-03-04,3
581,2023-02-27 14:28:10.208000,2023-02-27 14:28:10.208000,11,1,7IHU3LY,247,290.66,2,2023-03-01,2023-03-01,2
582,2023-02-27 14:38:10.023000,2023-02-27 14:38:10.023000,18,14,8TZJ5XC,845,781.81,1,2023-03-01,2023-03-01,23
583,2023-02-27 15:25:10.285000,2023-02-27 15:25:10.285000,1,5,WRFCFHL,63,326.84,1,2023-03-03,2023-03-01,1
584,2023-02-27 17:46:10.353000,2023-02-27 17:46:10.353000,4,3,PP0FDPS,185,85.67,3,2023-03-03,2023-03-04,19
585,2023-02-28 09:13:09.772000,2023-02-28 09:13:09.772000,12,10,BRQB46R,172,997.07,2,2023-03-07,2023-03-02,1
586,2023-02-28 10:40:10.294000,2023-02-28 10:40:10.294000,12,14,S9W6X3B,83,562.49,1,2023-02-28,2023-03-03,2
587,2023-02-28 10:56:10.049000,2023-02-28 10:56:10.049000,15,7,3LGG37X,665,947.90,2,2023-03-02,2023-03-05,8
588,2023-02-28 11:22:10.182000,2023-02-28 11:22:10.182000,18,1,6VI1F8F,953,271.01,1,2023-03-01,2023-03-02,26
589,2023-02-28 12:58:10.362000,2023-02-28 12:58:10.362000,11,5,9OMY92Q,905,635.55,1,2023-03-04,2023-03-01,15
590,2023-02-28 13:02:10.214000,2023-02-28 13:02:10.214000,14,10,VQ3XGMQ,256,934.52,2,2023-03-03,2023-03-01,5
591,2023-02-28 13:37:10.264000,2023-02-28 13:37:10.264000,13,17,9SHJNKF,365,340.86,1,2023-03-06,2023-03-06,6
592,2023-03-01 10:53:10.152000,2023-03-01 10:53:10.152000,18,17,RCHTS9L,485,930.12,2,2023-03-04,2023-03-03,10
593,2023-03-01 11:36:09.990000,2023-03-01 11:36:09.990000,14,17,Q4WSZGQ,935,694.44,3,2023-03-06,2023-03-05,7
594,2023-03-01 13:06:10.346000,2023-03-01 13:06:10.346000,11,13,GCGOI4V,997,881.52,3,2023-03-01,2023-03-02,24
595,2023-03-01 13:36:10.196000,2023-03-01 13:36:10.196000,1,8,17HDBUF,535,639.36,3,2023-03-04,2023-03-06,5
596,2023-03-01 16:11:10.166000,2023-03-01 16:11:10.166000,20,4,D6R6XFX,112,266.11,3,2023-03-03,2023-03-07,11
597,2023-03-01 17:06:10.096000,2023-03-01 17:06:10.096000,8,13,LC4FB7P,244,378.46,2,2023-03-02,2023-03-05,19
598,2023-03-01 17:35:10.243000,2023-03-01 17:35:10.243000,12,2,QL9RHU8,351,972.81,2,2023-03-07,2023-03-05,2
599,2023-03-02 08:24:10.185000,2023-03-02 08:24:10.185000,19,1,3RCZZDC,443,120.76,2,2023-03-06,2023-03-05,29
